Test Case Name,Build ID,Flaky Frequency,Traceback Coverage,Test Smells,Previous State,Test Size,Flaky or Not
test_base_template_with_context,602431570,0.50,1,0,0,3,1
test_filter_queryset_do_not_skip_existing_attribute,602431570,0.33,1,0,0,16,0
test_multiple_inheritance,596269351,0.33,1,0,0,13,0
test_manually_routing_generic_view,596269351,0.56,0,0,0,17,0
test_manually_routing_nested_routes,596269351,0.56,0,5,0,22,1
test_url_under_same_key_not_replaced,596269351,0.50,0,0,0,8,1
test_url_under_same_key_not_replaced_another,596269351,0.43,0,0,0,11,1
test_head_and_options_methods_are_excluded,596269351,0.43,0,0,0,32,1
test_coreapi_renders_default_schema_with_custom_title_url_and_description,596269351,0.20,0,1,0,18,1
test_coreapi_renders_openapi_json_schema,596269351,0.20,0,0,0,25,1
test_renders_corejson_schema,596269351,0.20,0,0,0,5,0
test_renders_default_schema_with_custom_title_url_and_description,596269351,0.33,0,1,0,8,1
test_renders_openapi_json_schema,596269351,0.29,0,0,0,6,1
test_mount_url_prefixed_to_paths,596269351,0.20,0,1,0,9,1
test_paths_construction,596269351,0.16,1,0,0,12,0
test_prefixed_paths_construction,596269351,0.20,1,0,0,10,0
test_schema_construction,596269351,0.16,0,0,0,9,1
test_schema_information,596269351,0.20,1,0,0,10,0
test_schema_for_regular_views,596269351,0.56,0,9,0,40,1
test_endpoint_enumerator_excludes_correctly,596269351,0.20,0,0,0,6,0
test_schema_generator_excludes_correctly,596269351,0.33,0,3,0,15,1
test_filter_queryset_do_not_skip_existing_attribute,596269351,0.40,1,0,0,16,0
test_prefixed_paths_construction,596267466,0.25,1,0,0,10,0
test_paths_construction,596267466,0.17,1,0,0,12,0
test_schema_information,596267466,0.25,1,0,0,10,0
test_url_under_same_key_not_replaced_another,596267466,0.50,0,0,0,11,1
test_url_under_same_key_not_replaced,596267466,0.57,0,0,0,8,1
test_head_and_options_methods_are_excluded,596267466,0.50,0,0,0,32,1
test_coreapi_renders_default_schema_with_custom_title_url_and_description,596267466,0.25,1,1,0,18,1
test_manually_routing_nested_routes,596267466,0.62,0,5,0,22,1
test_coreapi_renders_openapi_json_schema,596267466,0.25,1,0,0,25,1
test_renders_corejson_schema,596267466,0.25,1,0,0,5,0
test_renders_default_schema_with_custom_title_url_and_description,596267466,0.40,0,1,0,8,1
test_renders_openapi_json_schema,596267466,0.33,1,0,0,6,0
test_mount_url_prefixed_to_paths,596267466,0.25,1,1,0,9,0
test_manually_routing_generic_view,596267466,0.62,1,0,0,17,0
test_schema_generator_excludes_correctly,596267466,0.40,0,3,0,15,1
test_endpoint_enumerator_excludes_correctly,596267466,0.25,1,0,0,6,0
test_schema_for_regular_views,596267466,0.60,0,9,0,40,1
test_schema_construction,596267466,0.17,0,0,0,9,1
test_renders_openapi_json_schema,596264376,0.40,1,0,0,6,0
test_mount_url_prefixed_to_paths,596264376,0.33,1,1,0,9,0
test_paths_construction,596264376,0.18,1,0,0,12,0
test_schema_construction,596264376,0.18,0,0,0,9,1
test_prefixed_paths_construction,596264376,0.33,1,0,0,10,0
test_renders_default_schema_with_custom_title_url_and_description,596264376,0.50,0,1,0,8,1
test_renders_corejson_schema,596264376,0.33,1,0,0,5,0
test_coreapi_renders_openapi_json_schema,596264376,0.33,1,0,0,25,1
test_coreapi_renders_default_schema_with_custom_title_url_and_description,596264376,0.33,0,1,0,18,1
test_head_and_options_methods_are_excluded,596264376,0.60,1,0,0,32,0
test_url_under_same_key_not_replaced_another,596264376,0.60,0,0,0,11,1
test_url_under_same_key_not_replaced,596264376,0.67,0,0,0,8,1
test_manually_routing_nested_routes,596264376,0.71,0,5,0,22,1
test_manually_routing_generic_view,596264376,0.71,0,0,0,17,0
test_schema_generator_excludes_correctly,596264376,0.50,0,3,0,15,1
test_endpoint_enumerator_excludes_correctly,596264376,0.33,1,0,0,6,0
test_schema_for_regular_views,596264376,0.64,0,9,0,40,1
test_schema_information,596264376,0.33,1,0,0,10,0
test_path_without_parameters,596264376,0.22,0,0,0,29,0
test_path_without_parameters,583121119,0.24,0,0,0,29,0
test_none_metadata,583121119,0.50,1,0,0,10,0
test_404_not_found_for_zero_page,583121119,0.50,1,0,0,6,0
test_404_not_found_for_invalid_page,583121119,0.50,1,0,0,6,0
test_calling_method_not_allowed,583121119,0.67,1,0,0,6,0
test_does_not_have_create_permissions,583121119,0.50,1,0,0,4,0
test_does_not_have_delete_permissions,583121119,0.60,1,0,0,3,0
test_does_not_have_put_permissions,583121119,0.50,1,0,0,4,0
test_cannot_delete_permissions,583121119,0.60,1,0,0,4,0
test_cannot_method_not_allowed,583121119,0.50,1,0,0,3,0
test_cannot_read_permissions,583121119,0.60,1,0,0,3,0
test_cannot_update_permissions,583121119,0.50,1,0,0,6,0
test_cannot_update_permissions_non_existing,583121119,0.43,1,0,0,7,0
test_permission_denied,583121119,0.50,1,0,0,5,0
test_permission_denied_for_object,583121119,0.50,1,0,0,5,0
test_permission_denied_for_object_with_custom_detail,583121119,0.60,0,0,0,5,1
test_permission_denied_with_custom_detail,583121119,0.60,1,0,0,5,0
test_get_context_result_urls,583121119,0.33,1,0,0,27,0
test_get_result_url,583121119,0.33,1,0,0,17,0
test_get_result_url_no_result,583121119,0.33,1,0,0,14,0
test_explicitly_enforce_csrf_checks,583121119,0.56,1,1,0,10,0
test_minutes_fields,583121119,0.50,1,0,0,11,0
test_non_time_throttle,583121119,0.50,1,0,0,10,0
test_request_throttling_expires,583121119,0.50,1,1,0,12,0
