Build ID,Test Method,Flaky or Not,Detection Method,Number of Test Smells,Flaky Frequency,Size,Path
461278242,test_cli_trained_model_can_be_saved,flaky,Traceback Coverage,0,0.20,76,spaCy/spacy/tests/regression/test_issue1622.py
461278242,test_issue2564,flaky,Traceback Coverage,0,0.20,0,spaCy/spacy/tests/regression/test_issue2564.py
461278242,test_train_with_many_entity_types,flaky,Traceback Coverage,0,0.20,4,spaCy/spacy/tests/regression/test_issue2800.py
461278242,test_serialize_language_meta_disk,flaky,Traceback Coverage,0,0.20,5,spaCy/spacy/tests/serialize/test_serialize_language.py
461278242,test_serialize_parser_roundtrip_bytes,flaky,Traceback Coverage,0,0.20,0,spaCy/spacy/tests/serialize/test_serialize_pipeline.py
461278242,test_serialize_parser_roundtrip_disk,flaky,Traceback Coverage,0,0.20,0,spaCy/spacy/tests/serialize/test_serialize_pipeline.py
461278242,test_serialize_tensorizer_roundtrip_bytes,flaky,Traceback Coverage,0,0.20,0,spaCy/spacy/tests/serialize/test_serialize_pipeline.py
461278242,test_serialize_tensorizer_roundtrip_disk,flaky,Traceback Coverage,0,0.20,0,spaCy/spacy/tests/serialize/test_serialize_pipeline.py
461278242,test_serialize_vocab_roundtrip_disk,flaky,Traceback Coverage,0,0.20,0,spaCy/spacy/tests/serialize/test_serialize_vocab_strings.py
461278242,test_serialize_vocab_lex_attrs_disk,flaky,Traceback Coverage,0,0.20,0,spaCy/spacy/tests/serialize/test_serialize_vocab_strings.py
461278242,test_vocab_prune_vectors,flaky,Traceback Coverage,0,0.20,0,spaCy/spacy/tests/vocab_vectors/test_vectors.py
460030337,test_docs_to_json,flaky,Traceback Coverage,0,0.20,0,spaCy/spacy/tests/test_gold.py
459896651,test_vectors__ngrams_word,flaky,Traceback Coverage,0,0.20,0,spaCy/spacy/tests/vocab_vectors/test_vectors.py
459896651,test_vectors__ngrams_subword,flaky,Traceback Coverage,0,0.20,0,spaCy/spacy/tests/vocab_vectors/test_vectors.py
713314552,test_lang_initialize,flaky,Multi-Factor,0,0.38,6,spaCy/spacy/tests/lang/test_initialize.py
690015635,test_to_disk_resource_warning,flaky,Multi-Factor,0,0.25,2,spaCy/spacy/tests/regression/test_issue5230.py
690015635,test_resource_warning,flaky,Multi-Factor,0,0.25,5,spaCy/spacy/tests/regression/test_issue5230.py
690015635,test_issue5458,flaky,Multi-Factor,0,0.13,12,spaCy/spacy/tests/regression/test_issue5458.py
690015635,test_pickle_vocab,flaky,Multi-Factor,0,0.19,5,spaCy/spacy/tests/serialize/test_serialize_vocab_strings.py
690006342,test_issue5458,flaky,Multi-Factor,0,0.14,12,spaCy/spacy/tests/regression/test_issue5458.py
690006342,test_pickle_vocab,flaky,Multi-Factor,0,0.20,5,spaCy/spacy/tests/serialize/test_serialize_vocab_strings.py
689997586,test_to_disk_resource_warning,flaky,Multi-Factor,0,0.29,2,spaCy/spacy/tests/regression/test_issue5230.py
689997586,test_resource_warning,flaky,Multi-Factor,0,0.29,5,spaCy/spacy/tests/regression/test_issue5230.py
689997586,test_issue5458,flaky,Multi-Factor,0,0.15,12,spaCy/spacy/tests/regression/test_issue5458.py
689997586,test_pickle_vocab,flaky,Multi-Factor,0,0.21,5,spaCy/spacy/tests/serialize/test_serialize_vocab_strings.py
689986405,test_to_disk_resource_warning,flaky,Multi-Factor,0,0.33,2,spaCy/spacy/tests/regression/test_issue5230.py
689986405,test_resource_warning,flaky,Multi-Factor,0,0.33,5,spaCy/spacy/tests/regression/test_issue5230.py
689986405,test_issue5458,flaky,Multi-Factor,0,0.17,12,spaCy/spacy/tests/regression/test_issue5458.py
689986405,test_pickle_vocab,flaky,Multi-Factor,0,0.22,5,spaCy/spacy/tests/serialize/test_serialize_vocab_strings.py
689949250,test_to_disk_resource_warning,flaky,Multi-Factor,0,0.40,2,spaCy/spacy/tests/regression/test_issue5230.py
689949250,test_resource_warning,flaky,Multi-Factor,0,0.40,5,spaCy/spacy/tests/regression/test_issue5230.py
689949250,test_issue5458,flaky,Multi-Factor,0,0.18,12,spaCy/spacy/tests/regression/test_issue5458.py
689949250,test_pickle_vocab,flaky,Multi-Factor,0,0.23,5,spaCy/spacy/tests/serialize/test_serialize_vocab_strings.py
689833476,test_to_disk_resource_warning,flaky,Multi-Factor,0,0.25,2,spaCy/spacy/tests/regression/test_issue5230.py
689833476,test_resource_warning,flaky,Multi-Factor,0,0.25,5,spaCy/spacy/tests/regression/test_issue5230.py
689833476,test_issue5458,flaky,Multi-Factor,0,0.10,12,spaCy/spacy/tests/regression/test_issue5458.py
689833476,test_pickle_vocab,flaky,Multi-Factor,0,0.19,5,spaCy/spacy/tests/serialize/test_serialize_vocab_strings.py
689825616,test_issue5458,flaky,Multi-Factor,0,0.11,12,spaCy/spacy/tests/regression/test_issue5458.py
689825616,test_pickle_vocab,flaky,Multi-Factor,0,0.20,5,spaCy/spacy/tests/serialize/test_serialize_vocab_strings.py
689779338,test_issue5458,flaky,Multi-Factor,0,0.12,12,spaCy/spacy/tests/regression/test_issue5458.py
689779338,test_pickle_vocab,flaky,Multi-Factor,0,0.21,5,spaCy/spacy/tests/serialize/test_serialize_vocab_strings.py
689759732,test_issue5458,flaky,Multi-Factor,0,0.14,12,spaCy/spacy/tests/regression/test_issue5458.py
689759732,test_pickle_vocab,flaky,Multi-Factor,0,0.22,5,spaCy/spacy/tests/serialize/test_serialize_vocab_strings.py
689759391,test_pickle_vocab,flaky,Multi-Factor,0,0.24,5,spaCy/spacy/tests/serialize/test_serialize_vocab_strings.py
689759017,test_displacy_raises_for_wrong_type,flaky,Multi-Factor,0,0.08,2,spaCy/spacy/tests/test_displacy.py
689759017,test_add_codes,flaky,Multi-Factor,0,0.08,4,spaCy/spacy/tests/test_errors.py
689759017,test_gold_biluo_overlap,flaky,Multi-Factor,0,0.08,9,spaCy/spacy/tests/test_gold.py
689759017,test_gold_biluo_misalign,flaky,Multi-Factor,0,0.08,7,spaCy/spacy/tests/test_gold.py
689759017,test_iob_to_biluo,flaky,Multi-Factor,0,0.08,7,spaCy/spacy/tests/test_gold.py
689759017,test_language_pipe,flaky,Multi-Factor,0,0.24,5,spaCy/spacy/tests/test_language.py
689759017,test_add_overlapping_entities,flaky,Multi-Factor,0,0.08,7,spaCy/spacy/tests/doc/test_add_entities.py
689759017,test_doc_api_similarity_match,flaky,Multi-Factor,0,0.14,7,spaCy/spacy/tests/doc/test_doc_api.py
689759017,test_doc_retokenize_spans_merge_non_disjoint,flaky,Multi-Factor,0,0.08,12,spaCy/spacy/tests/doc/test_retokenize_merge.py
689759017,test_doc_retokenize_merge_extension_attrs_invalid,flaky,Multi-Factor,0,0.08,7,spaCy/spacy/tests/doc/test_retokenize_merge.py
689759017,test_doc_retokenize_split_heads_error,flaky,Multi-Factor,0,0.08,9,spaCy/spacy/tests/doc/test_retokenize_split.py
689759017,test_doc_retokenize_split_orths_mismatch,flaky,Multi-Factor,0,0.08,10,spaCy/spacy/tests/doc/test_retokenize_split.py
689759017,test_doc_retokenize_split_extension_attrs_invalid,flaky,Multi-Factor,0,0.08,9,spaCy/spacy/tests/doc/test_retokenize_split.py
689759017,test_span_similarity_match,flaky,Multi-Factor,0,0.14,7,spaCy/spacy/tests/doc/test_span.py
689759017,test_span_label_readonly,flaky,Multi-Factor,0,0.08,3,spaCy/spacy/tests/doc/test_span.py
689759017,test_span_kb_id_readonly,flaky,Multi-Factor,0,0.08,3,spaCy/spacy/tests/doc/test_span.py
689759017,test_doc_to_json_underscore_error_attr,flaky,Multi-Factor,0,0.08,4,spaCy/spacy/tests/doc/test_to_json.py
689759017,test_doc_to_json_underscore_error_serialize,flaky,Multi-Factor,0,0.12,5,spaCy/spacy/tests/doc/test_to_json.py
689759017,test_underscore_raises_for_dup,flaky,Multi-Factor,0,0.08,3,spaCy/spacy/tests/doc/test_underscore.py
689759017,test_underscore_raises_for_invalid,flaky,Multi-Factor,0,0.08,3,spaCy/spacy/tests/doc/test_underscore.py
689759017,test_lang_initialize,flaky,Multi-Factor,0,0.36,6,spaCy/spacy/tests/lang/test_initialize.py
689759017,test_noun_chunks_is_parsed_de,flaky,Multi-Factor,0,0.08,9,spaCy/spacy/tests/lang/de/test_noun_chunks.py
689759017,test_noun_chunks_is_parsed_el,flaky,Multi-Factor,0,0.08,9,spaCy/spacy/tests/lang/el/test_noun_chunks.py
689759017,test_noun_chunks_is_parsed,flaky,Multi-Factor,0,0.08,9,spaCy/spacy/tests/lang/en/test_noun_chunks.py
689759017,test_noun_chunks_is_parsed_es,flaky,Multi-Factor,0,0.08,9,spaCy/spacy/tests/lang/es/test_noun_chunks.py
689759017,test_noun_chunks_is_parsed_fa,flaky,Multi-Factor,0,0.08,9,spaCy/spacy/tests/lang/fa/test_noun_chunks.py
689759017,test_noun_chunks_is_parsed_fr,flaky,Multi-Factor,0,0.08,9,spaCy/spacy/tests/lang/fr/test_noun_chunks.py
689759017,test_noun_chunks_is_parsed_id,flaky,Multi-Factor,0,0.08,9,spaCy/spacy/tests/lang/id/test_noun_chunks.py
689759017,test_noun_chunks_is_parsed_nb,flaky,Multi-Factor,0,0.08,9,spaCy/spacy/tests/lang/nb/test_noun_chunks.py
689759017,test_matcher_basic_check,flaky,Multi-Factor,0,0.08,5,spaCy/spacy/tests/matcher/test_matcher_api.py
689759017,test_matcher_valid_callback,flaky,Multi-Factor,0,0.08,5,spaCy/spacy/tests/matcher/test_matcher_api.py
689759017,test_minimal_pattern_validation,flaky,Multi-Factor,0,0.08,6,spaCy/spacy/tests/matcher/test_pattern_validation.py
689759017,test_attr_validation,flaky,Multi-Factor,0,0.08,2,spaCy/spacy/tests/matcher/test_phrase_matcher.py
689759017,test_phrase_matcher_basic_check,flaky,Multi-Factor,0,0.08,5,spaCy/spacy/tests/matcher/test_phrase_matcher.py
689759017,test_analysis_validate_attrs_valid,flaky,Multi-Factor,0,0.08,6,spaCy/spacy/tests/pipeline/test_analysis.py
689759017,test_analysis_validate_attrs_invalid,flaky,Multi-Factor,0,0.08,2,spaCy/spacy/tests/pipeline/test_analysis.py
689759017,test_kb_invalid_entities,flaky,Multi-Factor,0,0.13,11,spaCy/spacy/tests/pipeline/test_entity_linker.py
689759017,test_kb_invalid_probabilities,flaky,Multi-Factor,0,0.13,9,spaCy/spacy/tests/pipeline/test_entity_linker.py
689759017,test_kb_invalid_combination,flaky,Multi-Factor,0,0.13,11,spaCy/spacy/tests/pipeline/test_entity_linker.py
689759017,test_kb_invalid_entity_vector,flaky,Multi-Factor,0,0.08,7,spaCy/spacy/tests/pipeline/test_entity_linker.py
689759017,test_append_invalid_alias,flaky,Multi-Factor,0,0.08,12,spaCy/spacy/tests/pipeline/test_entity_linker.py
689759017,test_entity_ruler_validate,flaky,Multi-Factor,0,0.08,12,spaCy/spacy/tests/pipeline/test_entity_ruler.py
689759017,test_add_pipe_duplicate_name,flaky,Multi-Factor,0,0.08,3,spaCy/spacy/tests/pipeline/test_pipe_methods.py
689759017,test_cant_add_pipe_first_and_last,flaky,Multi-Factor,0,0.08,2,spaCy/spacy/tests/pipeline/test_pipe_methods.py
689759017,test_get_pipe,flaky,Multi-Factor,0,0.08,4,spaCy/spacy/tests/pipeline/test_pipe_methods.py
689759017,test_rename_pipe,flaky,Multi-Factor,0,0.08,5,spaCy/spacy/tests/pipeline/test_pipe_methods.py
689759017,test_raise_for_invalid_components,flaky,Multi-Factor,0,0.08,2,spaCy/spacy/tests/pipeline/test_pipe_methods.py
689759017,test_label_types,flaky,Multi-Factor,0,0.08,5,spaCy/spacy/tests/pipeline/test_tagger.py
689759017,test_issue242,flaky,Multi-Factor,0,0.19,19,spaCy/spacy/tests/regression/test_issue1-1000.py
689759017,test_issue588,flaky,Multi-Factor,0,0.08,3,spaCy/spacy/tests/regression/test_issue1-1000.py
689759017,test_issue1915,flaky,Multi-Factor,0,0.17,6,spaCy/spacy/tests/regression/test_issue1501-2000.py
689759017,test_issue2564,flaky,Multi-Factor,0,0.24,11,spaCy/spacy/tests/regression/test_issue2501-3000.py
689759017,test_issue2833,flaky,Multi-Factor,0,0.08,6,spaCy/spacy/tests/regression/test_issue2501-3000.py
689759017,test_issue3410,flaky,Multi-Factor,0,0.14,12,spaCy/spacy/tests/regression/test_issue3001-3500.py
689759017,test_issue3456,flaky,Multi-Factor,0,0.20,5,spaCy/spacy/tests/regression/test_issue3001-3500.py
689759017,test_issue4348,flaky,Multi-Factor,1,0.20,12,spaCy/spacy/tests/regression/test_issue4348.py
689759017,test_issue4674,flaky,Multi-Factor,0,0.08,22,spaCy/spacy/tests/regression/test_issue4674.py
689759017,test_issue4903,flaky,Multi-Factor,0,0.12,10,spaCy/spacy/tests/regression/test_issue4903.py
689759017,test_serialize_doc_exclude,flaky,Multi-Factor,0,0.08,12,spaCy/spacy/tests/serialize/test_serialize_doc.py
689759017,test_pickle_vocab,flaky,Multi-Factor,0,0.25,5,spaCy/spacy/tests/serialize/test_serialize_vocab_strings.py
689759017,test_tokenizer_explain,flaky,Multi-Factor,0,0.08,6,spaCy/spacy/tests/tokenizer/test_explain.py
689759017,test_vectors_similarity_TD,flaky,Multi-Factor,0,0.08,4,spaCy/spacy/tests/vocab_vectors/test_similarity.py
689759017,test_vectors_similarity_TS,flaky,Multi-Factor,0,0.08,4,spaCy/spacy/tests/vocab_vectors/test_similarity.py
689759017,test_stringstore_retrieve_id,flaky,Multi-Factor,0,0.08,5,spaCy/spacy/tests/vocab_vectors/test_stringstore.py
689759017,test_vectors_most_similar,flaky,Multi-Factor,0,0.08,5,spaCy/spacy/tests/vocab_vectors/test_vectors.py
689759017,test_vectors_span_span_similarity,flaky,Multi-Factor,0,0.08,4,spaCy/spacy/tests/vocab_vectors/test_vectors.py
689759017,test_vectors_span_doc_similarity,flaky,Multi-Factor,0,0.08,4,spaCy/spacy/tests/vocab_vectors/test_vectors.py
689759017,test_vocab_add_vector,flaky,Multi-Factor,0,0.08,12,spaCy/spacy/tests/vocab_vectors/test_vectors.py
689751308,test_displacy_raises_for_wrong_type,flaky,Multi-Factor,0,0.09,2,spaCy/spacy/tests/test_displacy.py
689751308,test_add_codes,flaky,Multi-Factor,0,0.09,4,spaCy/spacy/tests/test_errors.py
689751308,test_gold_biluo_overlap,flaky,Multi-Factor,0,0.09,9,spaCy/spacy/tests/test_gold.py
689751308,test_gold_biluo_misalign,flaky,Multi-Factor,0,0.09,7,spaCy/spacy/tests/test_gold.py
689751308,test_iob_to_biluo,flaky,Multi-Factor,0,0.09,7,spaCy/spacy/tests/test_gold.py
689751308,test_language_pipe,flaky,Multi-Factor,0,0.25,5,spaCy/spacy/tests/test_language.py
689751308,test_add_overlapping_entities,flaky,Multi-Factor,0,0.09,7,spaCy/spacy/tests/doc/test_add_entities.py
689751308,test_doc_api_similarity_match,flaky,Multi-Factor,0,0.15,7,spaCy/spacy/tests/doc/test_doc_api.py
689751308,test_doc_retokenize_spans_merge_non_disjoint,flaky,Multi-Factor,0,0.09,12,spaCy/spacy/tests/doc/test_retokenize_merge.py
689751308,test_doc_retokenize_merge_extension_attrs_invalid,flaky,Multi-Factor,0,0.09,7,spaCy/spacy/tests/doc/test_retokenize_merge.py
689751308,test_doc_retokenize_split_heads_error,flaky,Multi-Factor,0,0.09,9,spaCy/spacy/tests/doc/test_retokenize_split.py
689751308,test_doc_retokenize_split_orths_mismatch,flaky,Multi-Factor,0,0.09,10,spaCy/spacy/tests/doc/test_retokenize_split.py
689751308,test_doc_retokenize_split_extension_attrs_invalid,flaky,Multi-Factor,0,0.09,9,spaCy/spacy/tests/doc/test_retokenize_split.py
689751308,test_span_similarity_match,flaky,Multi-Factor,0,0.15,7,spaCy/spacy/tests/doc/test_span.py
689751308,test_span_label_readonly,flaky,Multi-Factor,0,0.09,3,spaCy/spacy/tests/doc/test_span.py
689751308,test_span_kb_id_readonly,flaky,Multi-Factor,0,0.09,3,spaCy/spacy/tests/doc/test_span.py
689751308,test_doc_to_json_underscore_error_attr,flaky,Multi-Factor,0,0.09,4,spaCy/spacy/tests/doc/test_to_json.py
689751308,test_doc_to_json_underscore_error_serialize,flaky,Multi-Factor,0,0.13,5,spaCy/spacy/tests/doc/test_to_json.py
689751308,test_underscore_raises_for_dup,flaky,Multi-Factor,0,0.09,3,spaCy/spacy/tests/doc/test_underscore.py
689751308,test_underscore_raises_for_invalid,flaky,Multi-Factor,0,0.09,3,spaCy/spacy/tests/doc/test_underscore.py
689751308,test_lang_initialize,flaky,Multi-Factor,0,0.37,6,spaCy/spacy/tests/lang/test_initialize.py
689751308,test_noun_chunks_is_parsed_de,flaky,Multi-Factor,0,0.09,9,spaCy/spacy/tests/lang/de/test_noun_chunks.py
689751308,test_noun_chunks_is_parsed_el,flaky,Multi-Factor,0,0.09,9,spaCy/spacy/tests/lang/el/test_noun_chunks.py
689751308,test_noun_chunks_is_parsed,flaky,Multi-Factor,0,0.09,9,spaCy/spacy/tests/lang/en/test_noun_chunks.py
689751308,test_noun_chunks_is_parsed_es,flaky,Multi-Factor,0,0.09,9,spaCy/spacy/tests/lang/es/test_noun_chunks.py
689751308,test_noun_chunks_is_parsed_fa,flaky,Multi-Factor,0,0.09,9,spaCy/spacy/tests/lang/fa/test_noun_chunks.py
689751308,test_noun_chunks_is_parsed_fr,flaky,Multi-Factor,0,0.09,9,spaCy/spacy/tests/lang/fr/test_noun_chunks.py
689751308,test_noun_chunks_is_parsed_id,flaky,Multi-Factor,0,0.09,9,spaCy/spacy/tests/lang/id/test_noun_chunks.py
689751308,test_noun_chunks_is_parsed_nb,flaky,Multi-Factor,0,0.09,9,spaCy/spacy/tests/lang/nb/test_noun_chunks.py
689751308,test_matcher_basic_check,flaky,Multi-Factor,0,0.09,5,spaCy/spacy/tests/matcher/test_matcher_api.py
689751308,test_matcher_valid_callback,flaky,Multi-Factor,0,0.09,5,spaCy/spacy/tests/matcher/test_matcher_api.py
689751308,test_minimal_pattern_validation,flaky,Multi-Factor,0,0.09,6,spaCy/spacy/tests/matcher/test_pattern_validation.py
689751308,test_attr_validation,flaky,Multi-Factor,0,0.09,2,spaCy/spacy/tests/matcher/test_phrase_matcher.py
689751308,test_phrase_matcher_basic_check,flaky,Multi-Factor,0,0.09,5,spaCy/spacy/tests/matcher/test_phrase_matcher.py
689751308,test_analysis_validate_attrs_valid,flaky,Multi-Factor,0,0.09,6,spaCy/spacy/tests/pipeline/test_analysis.py
689751308,test_analysis_validate_attrs_invalid,flaky,Multi-Factor,0,0.09,2,spaCy/spacy/tests/pipeline/test_analysis.py
689751308,test_kb_invalid_entities,flaky,Multi-Factor,0,0.14,11,spaCy/spacy/tests/pipeline/test_entity_linker.py
689751308,test_kb_invalid_probabilities,flaky,Multi-Factor,0,0.14,9,spaCy/spacy/tests/pipeline/test_entity_linker.py
689751308,test_kb_invalid_combination,flaky,Multi-Factor,0,0.14,11,spaCy/spacy/tests/pipeline/test_entity_linker.py
689751308,test_kb_invalid_entity_vector,flaky,Multi-Factor,0,0.09,7,spaCy/spacy/tests/pipeline/test_entity_linker.py
689751308,test_append_invalid_alias,flaky,Multi-Factor,0,0.09,12,spaCy/spacy/tests/pipeline/test_entity_linker.py
689751308,test_entity_ruler_validate,flaky,Multi-Factor,0,0.09,12,spaCy/spacy/tests/pipeline/test_entity_ruler.py
689751308,test_add_pipe_duplicate_name,flaky,Multi-Factor,0,0.09,3,spaCy/spacy/tests/pipeline/test_pipe_methods.py
689751308,test_cant_add_pipe_first_and_last,flaky,Multi-Factor,0,0.09,2,spaCy/spacy/tests/pipeline/test_pipe_methods.py
689751308,test_get_pipe,flaky,Multi-Factor,0,0.09,4,spaCy/spacy/tests/pipeline/test_pipe_methods.py
689751308,test_rename_pipe,flaky,Multi-Factor,0,0.09,5,spaCy/spacy/tests/pipeline/test_pipe_methods.py
689751308,test_raise_for_invalid_components,flaky,Multi-Factor,0,0.09,2,spaCy/spacy/tests/pipeline/test_pipe_methods.py
689751308,test_label_types,flaky,Multi-Factor,0,0.09,5,spaCy/spacy/tests/pipeline/test_tagger.py
689751308,test_issue242,flaky,Multi-Factor,0,0.20,19,spaCy/spacy/tests/regression/test_issue1-1000.py
689751308,test_issue588,flaky,Multi-Factor,0,0.09,3,spaCy/spacy/tests/regression/test_issue1-1000.py
689751308,test_issue1915,flaky,Multi-Factor,0,0.17,6,spaCy/spacy/tests/regression/test_issue1501-2000.py
689751308,test_issue2564,flaky,Multi-Factor,0,0.25,11,spaCy/spacy/tests/regression/test_issue2501-3000.py
689751308,test_issue2833,flaky,Multi-Factor,0,0.09,6,spaCy/spacy/tests/regression/test_issue2501-3000.py
689751308,test_issue3410,flaky,Multi-Factor,0,0.15,12,spaCy/spacy/tests/regression/test_issue3001-3500.py
689751308,test_issue3456,flaky,Multi-Factor,0,0.21,5,spaCy/spacy/tests/regression/test_issue3001-3500.py
689751308,test_issue4348,flaky,Multi-Factor,1,0.21,12,spaCy/spacy/tests/regression/test_issue4348.py
689751308,test_issue4674,flaky,Multi-Factor,0,0.09,22,spaCy/spacy/tests/regression/test_issue4674.py
689751308,test_issue4903,flaky,Multi-Factor,0,0.13,10,spaCy/spacy/tests/regression/test_issue4903.py
689751308,test_serialize_doc_exclude,flaky,Multi-Factor,0,0.09,12,spaCy/spacy/tests/serialize/test_serialize_doc.py
689751308,test_pickle_vocab,flaky,Multi-Factor,0,0.27,5,spaCy/spacy/tests/serialize/test_serialize_vocab_strings.py
689751308,test_tokenizer_explain,flaky,Multi-Factor,0,0.09,6,spaCy/spacy/tests/tokenizer/test_explain.py
689751308,test_vectors_similarity_TD,flaky,Multi-Factor,0,0.09,4,spaCy/spacy/tests/vocab_vectors/test_similarity.py
689751308,test_vectors_similarity_TS,flaky,Multi-Factor,0,0.09,4,spaCy/spacy/tests/vocab_vectors/test_similarity.py
689751308,test_stringstore_retrieve_id,flaky,Multi-Factor,0,0.09,5,spaCy/spacy/tests/vocab_vectors/test_stringstore.py
689751308,test_vectors_most_similar,flaky,Multi-Factor,0,0.09,5,spaCy/spacy/tests/vocab_vectors/test_vectors.py
689751308,test_vectors_span_span_similarity,flaky,Multi-Factor,0,0.09,4,spaCy/spacy/tests/vocab_vectors/test_vectors.py
689751308,test_vectors_span_doc_similarity,flaky,Multi-Factor,0,0.09,4,spaCy/spacy/tests/vocab_vectors/test_vectors.py
689751308,test_vocab_add_vector,flaky,Multi-Factor,0,0.09,12,spaCy/spacy/tests/vocab_vectors/test_vectors.py
689750767,test_displacy_invalid_arcs,flaky,Multi-Factor,0,0.10,8,spaCy/spacy/tests/test_displacy.py
689750767,test_displacy_raises_for_wrong_type,flaky,Multi-Factor,0,0.10,2,spaCy/spacy/tests/test_displacy.py
689750767,test_add_codes,flaky,Multi-Factor,0,0.10,4,spaCy/spacy/tests/test_errors.py
689750767,test_gold_biluo_overlap,flaky,Multi-Factor,0,0.10,9,spaCy/spacy/tests/test_gold.py
689750767,test_gold_biluo_misalign,flaky,Multi-Factor,0,0.10,7,spaCy/spacy/tests/test_gold.py
689750767,test_iob_to_biluo,flaky,Multi-Factor,0,0.10,7,spaCy/spacy/tests/test_gold.py
689750767,test_language_pipe,flaky,Multi-Factor,0,0.27,5,spaCy/spacy/tests/test_language.py
689750767,test_load_model_blank_shortcut,flaky,Multi-Factor,0,0.25,8,spaCy/spacy/tests/test_misc.py
689750767,test_add_overlapping_entities,flaky,Multi-Factor,0,0.10,7,spaCy/spacy/tests/doc/test_add_entities.py
689750767,test_doc_api_similarity_match,flaky,Multi-Factor,0,0.17,7,spaCy/spacy/tests/doc/test_doc_api.py
689750767,test_doc_retokenize_spans_merge_non_disjoint,flaky,Multi-Factor,0,0.10,12,spaCy/spacy/tests/doc/test_retokenize_merge.py
689750767,test_doc_retokenize_merge_extension_attrs_invalid,flaky,Multi-Factor,0,0.10,7,spaCy/spacy/tests/doc/test_retokenize_merge.py
689750767,test_doc_retokenize_split_heads_error,flaky,Multi-Factor,0,0.10,9,spaCy/spacy/tests/doc/test_retokenize_split.py
689750767,test_doc_retokenize_split_orths_mismatch,flaky,Multi-Factor,0,0.10,10,spaCy/spacy/tests/doc/test_retokenize_split.py
689750767,test_doc_retokenize_split_extension_attrs_invalid,flaky,Multi-Factor,0,0.10,9,spaCy/spacy/tests/doc/test_retokenize_split.py
689750767,test_span_similarity_match,flaky,Multi-Factor,0,0.17,7,spaCy/spacy/tests/doc/test_span.py
689750767,test_span_label_readonly,flaky,Multi-Factor,0,0.10,3,spaCy/spacy/tests/doc/test_span.py
689750767,test_span_kb_id_readonly,flaky,Multi-Factor,0,0.10,3,spaCy/spacy/tests/doc/test_span.py
689750767,test_doc_to_json_underscore_error_attr,flaky,Multi-Factor,0,0.10,4,spaCy/spacy/tests/doc/test_to_json.py
689750767,test_doc_to_json_underscore_error_serialize,flaky,Multi-Factor,0,0.14,5,spaCy/spacy/tests/doc/test_to_json.py
689750767,test_underscore_raises_for_dup,flaky,Multi-Factor,0,0.10,3,spaCy/spacy/tests/doc/test_underscore.py
689750767,test_underscore_raises_for_invalid,flaky,Multi-Factor,0,0.10,3,spaCy/spacy/tests/doc/test_underscore.py
689750767,test_lang_initialize,flaky,Multi-Factor,0,0.38,6,spaCy/spacy/tests/lang/test_initialize.py
689750767,test_noun_chunks_is_parsed_de,flaky,Multi-Factor,0,0.10,9,spaCy/spacy/tests/lang/de/test_noun_chunks.py
689750767,test_noun_chunks_is_parsed_el,flaky,Multi-Factor,0,0.10,9,spaCy/spacy/tests/lang/el/test_noun_chunks.py
689750767,test_noun_chunks_is_parsed,flaky,Multi-Factor,0,0.10,9,spaCy/spacy/tests/lang/en/test_noun_chunks.py
689750767,test_noun_chunks_is_parsed_es,flaky,Multi-Factor,0,0.10,9,spaCy/spacy/tests/lang/es/test_noun_chunks.py
689750767,test_noun_chunks_is_parsed_fa,flaky,Multi-Factor,0,0.10,9,spaCy/spacy/tests/lang/fa/test_noun_chunks.py
689750767,test_noun_chunks_is_parsed_fr,flaky,Multi-Factor,0,0.10,9,spaCy/spacy/tests/lang/fr/test_noun_chunks.py
689750767,test_noun_chunks_is_parsed_id,flaky,Multi-Factor,0,0.10,9,spaCy/spacy/tests/lang/id/test_noun_chunks.py
689750767,test_noun_chunks_is_parsed_nb,flaky,Multi-Factor,0,0.10,9,spaCy/spacy/tests/lang/nb/test_noun_chunks.py
689750767,test_matcher_basic_check,flaky,Multi-Factor,0,0.10,5,spaCy/spacy/tests/matcher/test_matcher_api.py
689750767,test_matcher_valid_callback,flaky,Multi-Factor,0,0.10,5,spaCy/spacy/tests/matcher/test_matcher_api.py
689750767,test_minimal_pattern_validation,flaky,Multi-Factor,0,0.10,6,spaCy/spacy/tests/matcher/test_pattern_validation.py
689750767,test_phrase_matcher_validation,flaky,Multi-Factor,0,0.17,17,spaCy/spacy/tests/matcher/test_phrase_matcher.py
689750767,test_attr_validation,flaky,Multi-Factor,0,0.10,2,spaCy/spacy/tests/matcher/test_phrase_matcher.py
689750767,test_phrase_matcher_basic_check,flaky,Multi-Factor,0,0.10,5,spaCy/spacy/tests/matcher/test_phrase_matcher.py
689750767,test_analysis_validate_attrs_valid,flaky,Multi-Factor,0,0.10,6,spaCy/spacy/tests/pipeline/test_analysis.py
689750767,test_analysis_validate_attrs_invalid,flaky,Multi-Factor,0,0.10,2,spaCy/spacy/tests/pipeline/test_analysis.py
689750767,test_kb_invalid_entities,flaky,Multi-Factor,0,0.15,11,spaCy/spacy/tests/pipeline/test_entity_linker.py
689750767,test_kb_invalid_probabilities,flaky,Multi-Factor,0,0.15,9,spaCy/spacy/tests/pipeline/test_entity_linker.py
689750767,test_kb_invalid_combination,flaky,Multi-Factor,0,0.15,11,spaCy/spacy/tests/pipeline/test_entity_linker.py
